# TEST CONFIGURATION BEGIN
# RandomTreeGenerator(fraction_leaves_per_level=0.15, max_tree_depth=5, min_leaf_depth=3, n_cat_features=5, n_categories_per_cat_feature=5, n_classes=2, n_num_features=5, sample_random_state=None, tree_random_state=None)
# [ARSLVQ] RobustSoftLearningVectorQuantization(gamma=0.9, gradient_descent='adadelta', initial_prototypes=None, prototypes_per_class=4, random_state=None, sigma=4)
# [MEB$_5$] SWMEB eps: 0.1, kernelized: False, w_size: 5 only_mis: True kernel: <function elm_kernel_vec at 0xffffaa1a98b0>
# [MEB$_{50}$] SWMEB eps: 0.1, kernelized: False, w_size: 50 only_mis: True kernel: <function elm_kernel_vec at 0xffffaa1a98b0>
# [MEB$_{100}$] SWMEB eps: 0.1, kernelized: False, w_size: 100 only_mis: True kernel: <function elm_kernel_vec at 0xffffaa1a98b0>
# [MEB$_{300}$] SWMEB eps: 0.1, kernelized: False, w_size: 300 only_mis: True kernel: <function elm_kernel_vec at 0xffffaa1a98b0>
# EvaluatePrequential(batch_size=10, data_points_for_classification=False, max_samples=50000, max_time=inf, metrics=['accuracy', 'model_size'], n_wait=200, output_file='_rand_tree_memory_other.csv', pretrain_size=200, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[ARSLVQ],current_acc_[ARSLVQ],mean_acc_[MEB$_5$],current_acc_[MEB$_5$],mean_acc_[MEB$_{50}$],current_acc_[MEB$_{50}$],mean_acc_[MEB$_{100}$],current_acc_[MEB$_{100}$],mean_acc_[MEB$_{300}$],current_acc_[MEB$_{300}$],model_size_[ARSLVQ],model_size_[MEB$_5$],model_size_[MEB$_{50}$],model_size_[MEB$_{100}$],model_size_[MEB$_{300}$]
13190,0.547615,0.570000,0.512846,0.560000,0.518615,0.545000,0.498231,0.520000,0.504308,0.535000,33.233398,58.883789,170.309570,176.211914,237.629883
13390,0.547879,0.565000,0.514167,0.600000,0.518485,0.510000,0.497879,0.475000,0.504015,0.485000,33.233398,58.020508,165.442383,223.872070,288.520508
13590,0.548209,0.570000,0.514030,0.505000,0.518731,0.535000,0.498657,0.550000,0.503284,0.455000,33.233398,59.813477,179.477539,178.567383,285.758789
13790,0.548015,0.535000,0.513456,0.475000,0.518456,0.500000,0.499044,0.525000,0.502500,0.450000,33.233398,60.657227,156.157227,192.672852,307.965820
13990,0.548188,0.560000,0.512899,0.475000,0.518188,0.500000,0.499203,0.510000,0.502681,0.515000,33.233398,57.915039,144.415039,236.700195,309.036133
14190,0.548286,0.555000,0.513071,0.525000,0.517571,0.475000,0.498929,0.480000,0.502714,0.505000,33.233398,56.348633,160.895508,235.192383,230.778320
14390,0.548169,0.540000,0.514014,0.580000,0.517817,0.535000,0.499296,0.525000,0.501901,0.445000,33.233398,68.817383,176.200195,179.336914,253.129883
14590,0.547917,0.530000,0.513750,0.495000,0.518125,0.540000,0.499306,0.500000,0.502153,0.520000,33.233398,56.184570,170.942383,208.122070,301.493164
14790,0.548356,0.580000,0.514589,0.575000,0.517808,0.495000,0.499726,0.530000,0.501986,0.490000,33.233398,63.735352,150.036133,212.922852,310.235352
14990,0.548176,0.535000,0.514865,0.535000,0.517635,0.505000,0.501081,0.600000,0.502500,0.540000,33.233398,56.399414,151.938477,207.692383,294.481445
15190,0.547533,0.500000,0.514467,0.485000,0.516933,0.465000,0.500533,0.460000,0.503400,0.570000,33.233398,63.903320,149.196289,222.512695,303.317383
15390,0.547961,0.580000,0.514276,0.500000,0.517500,0.560000,0.499868,0.450000,0.503882,0.540000,33.233398,66.805664,163.176758,181.801758,319.633789
15590,0.548182,0.565000,0.514935,0.565000,0.517143,0.490000,0.500909,0.580000,0.503571,0.480000,33.233398,62.172852,155.747070,222.317383,275.196289
15790,0.547756,0.515000,0.515769,0.580000,0.517885,0.575000,0.500192,0.445000,0.503205,0.475000,33.233398,59.239258,162.391602,225.954102,300.329102
15990,0.547468,0.525000,0.516139,0.545000,0.517089,0.455000,0.500823,0.550000,0.503165,0.500000,33.233398,60.426758,176.887695,202.786133,315.446289
16190,0.547312,0.535000,0.516437,0.540000,0.516813,0.495000,0.501750,0.575000,0.503250,0.510000,33.233398,60.672852,155.375977,221.172852,314.360352
16390,0.546852,0.510000,0.516852,0.550000,0.517099,0.540000,0.501852,0.510000,0.503025,0.485000,33.233398,64.243164,162.782227,238.012695,289.032227
16590,0.547866,0.630000,0.517195,0.545000,0.516707,0.485000,0.501890,0.505000,0.502622,0.470000,33.233398,57.129883,169.059570,199.704102,267.543945
16790,0.547470,0.515000,0.517651,0.555000,0.516988,0.540000,0.501446,0.465000,0.502048,0.455000,33.233398,55.020508,153.262695,211.079102,293.750977
16990,0.547500,0.550000,0.516250,0.400000,0.517262,0.540000,0.501012,0.465000,0.501250,0.435000,33.233398,63.497070,161.727539,200.008789,287.961914
17190,0.547471,0.545000,0.515647,0.465000,0.516706,0.470000,0.501412,0.535000,0.501294,0.505000,33.233398,58.942383,165.102539,230.934570,277.473633
17390,0.547849,0.580000,0.516453,0.585000,0.515988,0.455000,0.500872,0.455000,0.500407,0.425000,33.233398,62.137695,173.165039,198.782227,303.704102
17590,0.548046,0.565000,0.517126,0.575000,0.516149,0.530000,0.500345,0.455000,0.500230,0.485000,33.233398,68.442383,177.356445,220.118164,306.430664
17790,0.548523,0.590000,0.517727,0.570000,0.517045,0.595000,0.500284,0.495000,0.500114,0.490000,33.233398,67.106445,163.786133,232.610352,287.122070
17990,0.548933,0.585000,0.517865,0.530000,0.517640,0.570000,0.500787,0.545000,0.499382,0.435000,33.233398,56.215820,171.235352,230.450195,299.895508
18190,0.548833,0.540000,0.516833,0.425000,0.517056,0.465000,0.501611,0.575000,0.499222,0.485000,33.233398,52.782227,167.543945,221.122070,324.379883
18390,0.548956,0.560000,0.516319,0.470000,0.516703,0.485000,0.501374,0.480000,0.499231,0.500000,33.233398,67.071289,149.055664,191.024414,340.879883
18590,0.549239,0.575000,0.516033,0.490000,0.516522,0.500000,0.501793,0.540000,0.498750,0.455000,33.233398,63.036133,174.485352,216.083008,284.356445
18790,0.549785,0.600000,0.516344,0.545000,0.516613,0.525000,0.502419,0.560000,0.497957,0.425000,33.233398,58.977539,169.817383,224.450195,262.833008
18990,0.549362,0.510000,0.516862,0.565000,0.516489,0.505000,0.502447,0.505000,0.497713,0.475000,33.233398,64.399414,158.497070,191.254883,238.665039
19190,0.550158,0.625000,0.516368,0.470000,0.516211,0.490000,0.502737,0.530000,0.498316,0.555000,33.233398,60.512695,168.094727,219.700195,289.102539
19390,0.550208,0.555000,0.516302,0.510000,0.516146,0.510000,0.503542,0.580000,0.498073,0.475000,33.233398,65.602539,156.739258,226.954102,270.961914
19590,0.550928,0.620000,0.516289,0.515000,0.516443,0.545000,0.503041,0.455000,0.498247,0.515000,33.233398,68.196289,183.676758,206.293945,267.454102
19790,0.550918,0.550000,0.517041,0.590000,0.515765,0.450000,0.502296,0.430000,0.497806,0.455000,33.233398,63.907227,160.395508,196.606445,247.532227
19990,0.551313,0.590000,0.517172,0.530000,0.515253,0.465000,0.502424,0.515000,0.497879,0.505000,33.233398,64.168945,174.411133,219.059570,286.661133
20190,0.550900,0.510000,0.516700,0.470000,0.514800,0.470000,0.502600,0.520000,0.498050,0.515000,33.233398,54.551758,150.829102,207.629883,273.637695
20390,0.551139,0.575000,0.516931,0.540000,0.515099,0.545000,0.502673,0.510000,0.498317,0.525000,33.233398,56.079102,144.293945,225.012695,276.247070
20590,0.551422,0.580000,0.516422,0.465000,0.514804,0.485000,0.502255,0.460000,0.498873,0.555000,33.233398,50.934570,179.598633,209.395508,268.704102
20790,0.551262,0.535000,0.515922,0.465000,0.514660,0.500000,0.502961,0.575000,0.499320,0.545000,33.233398,65.325195,174.415039,223.801758,271.153320
20990,0.550625,0.485000,0.516106,0.535000,0.515240,0.575000,0.502212,0.425000,0.499279,0.495000,33.233398,59.317383,151.692383,203.000977,280.805664
21190,0.550762,0.565000,0.515810,0.485000,0.515143,0.505000,0.502476,0.530000,0.499143,0.485000,33.233398,63.969727,162.856445,206.770508,267.813477
21390,0.550849,0.560000,0.515519,0.485000,0.514953,0.495000,0.502217,0.475000,0.499575,0.545000,33.233398,59.016602,161.704102,219.610352,305.094727
21590,0.550467,0.510000,0.515187,0.480000,0.514953,0.515000,0.501262,0.400000,0.499626,0.505000,33.233398,60.926758,171.891602,203.512695,316.708008
21790,0.550602,0.565000,0.514583,0.450000,0.514259,0.440000,0.500833,0.455000,0.499537,0.490000,33.233398,60.868164,150.770508,230.274414,269.829102
21990,0.550367,0.525000,0.515138,0.575000,0.513945,0.480000,0.500826,0.500000,0.499450,0.490000,33.233398,57.305664,164.250977,211.997070,235.422852
22190,0.550864,0.605000,0.515136,0.515000,0.514500,0.575000,0.501136,0.535000,0.499500,0.505000,33.233398,64.067383,171.500977,222.395508,251.032227
22390,0.551306,0.600000,0.515090,0.510000,0.513333,0.385000,0.500901,0.475000,0.499279,0.475000,33.233398,70.055664,150.540039,202.680664,275.227539
22590,0.551384,0.560000,0.515223,0.530000,0.512857,0.460000,0.500982,0.510000,0.499330,0.505000,33.233398,65.684570,144.028320,186.090820,262.622070
22790,0.551062,0.515000,0.515354,0.530000,0.512832,0.510000,0.501062,0.510000,0.499735,0.545000,33.233398,59.825195,167.543945,202.918945,262.973633
22990,0.551228,0.570000,0.515526,0.535000,0.513070,0.540000,0.500877,0.480000,0.500000,0.530000,33.233398,68.844727,156.528320,198.106445,230.446289
