id,mean_acc_[ARSLVQ],current_acc_[ARSLVQ],mean_acc_[MEB$_5$],current_acc_[MEB$_5$],mean_acc_[MEB$_{50}$],current_acc_[MEB$_{50}$],mean_acc_[MEB$_{100}$],current_acc_[MEB$_{100}$],mean_acc_[MEB$_{300}$],current_acc_[MEB$_{300}$],model_size_[ARSLVQ],model_size_[MEB$_5$],model_size_[MEB$_{50}$],model_size_[MEB$_{100}$],model_size_[MEB$_{300}$]
13190,0.780538,0.925000,0.750077,0.700000,0.840769,0.905000,0.721769,0.735000,0.776385,0.760000,8.858398,22.579102,45.165039,53.887695,65.516602
13390,0.782424,0.905000,0.750227,0.760000,0.841288,0.875000,0.722045,0.740000,0.776136,0.760000,8.858398,21.844727,46.114258,56.661133,66.024414
13590,0.783881,0.880000,0.748955,0.665000,0.841343,0.845000,0.721418,0.680000,0.774925,0.695000,8.858398,20.637695,37.594727,63.098633,59.235352
13790,0.785956,0.925000,0.749853,0.810000,0.841985,0.885000,0.721838,0.750000,0.775221,0.795000,8.858398,18.098633,41.149414,60.825195,62.063477
13990,0.787391,0.885000,0.750507,0.795000,0.842899,0.905000,0.722391,0.760000,0.775870,0.820000,8.858398,18.360352,48.188477,58.778320,63.473633
14190,0.789143,0.910000,0.750643,0.760000,0.843786,0.905000,0.722786,0.750000,0.775929,0.780000,8.858398,21.141602,49.524414,56.801758,61.239258
14390,0.790986,0.920000,0.751338,0.800000,0.844366,0.885000,0.723099,0.745000,0.775845,0.770000,8.858398,17.848633,44.586914,55.356445,61.196289
14590,0.792153,0.875000,0.751319,0.750000,0.845000,0.890000,0.723542,0.755000,0.775833,0.775000,8.858398,21.305664,41.293945,56.872070,47.723633
14790,0.793356,0.880000,0.751986,0.800000,0.845068,0.850000,0.724315,0.780000,0.775959,0.785000,8.858398,25.329102,46.915039,62.239258,61.122070
14990,0.794730,0.895000,0.751554,0.720000,0.844932,0.835000,0.725946,0.845000,0.775946,0.775000,8.858398,22.239258,52.649414,53.633789,59.653320
15190,0.796133,0.900000,0.751133,0.720000,0.844533,0.815000,0.728133,0.890000,0.775667,0.755000,8.858398,19.973633,40.309570,56.036133,60.645508
15390,0.797697,0.915000,0.751316,0.765000,0.845066,0.885000,0.730592,0.915000,0.775855,0.790000,8.858398,21.145508,42.274414,59.536133,63.977539
15590,0.799286,0.920000,0.750519,0.690000,0.845844,0.905000,0.733182,0.930000,0.775390,0.740000,8.858398,24.090820,44.270508,60.508789,59.321289
15790,0.800385,0.885000,0.750833,0.775000,0.846282,0.880000,0.734808,0.860000,0.775897,0.815000,8.858398,21.571289,48.629883,55.961914,57.239258
15990,0.801456,0.885000,0.751456,0.800000,0.846899,0.895000,0.736709,0.885000,0.775949,0.780000,8.858398,22.942383,51.157227,58.149414,60.633789
16190,0.803375,0.955000,0.751750,0.775000,0.848187,0.950000,0.738563,0.885000,0.775937,0.775000,8.858398,17.594727,53.645508,60.055664,59.223633
16390,0.804691,0.910000,0.751111,0.700000,0.848519,0.875000,0.740000,0.855000,0.776049,0.785000,8.858398,20.043945,45.696289,64.684570,57.227539
16590,0.805854,0.900000,0.751463,0.780000,0.848963,0.885000,0.741220,0.840000,0.776098,0.780000,8.858398,16.301758,40.840820,51.942383,59.161133
16790,0.807108,0.910000,0.751506,0.755000,0.848976,0.850000,0.742892,0.880000,0.776024,0.770000,8.858398,20.239258,37.797852,53.625977,51.219727
16990,0.808036,0.885000,0.750417,0.660000,0.849405,0.885000,0.744167,0.850000,0.775655,0.745000,8.858398,22.645508,41.383789,53.204102,59.637695
17190,0.809118,0.900000,0.749000,0.630000,0.850000,0.900000,0.746059,0.905000,0.775471,0.760000,8.858398,22.188477,45.227539,54.133789,57.672852
17390,0.810174,0.900000,0.749767,0.815000,0.850698,0.910000,0.747965,0.910000,0.775814,0.805000,8.858398,21.950195,49.305664,50.313477,63.063477
17590,0.811264,0.905000,0.750575,0.820000,0.850172,0.805000,0.749655,0.895000,0.775690,0.765000,8.858398,21.168945,43.274414,53.688477,60.071289
17790,0.812500,0.920000,0.750511,0.745000,0.850284,0.860000,0.751591,0.920000,0.775909,0.795000,8.858398,21.567383,46.293945,47.688477,59.184570
17990,0.813427,0.895000,0.750393,0.740000,0.850618,0.880000,0.753258,0.900000,0.775843,0.770000,8.858398,22.817383,52.625977,43.731445,59.610352
18190,0.814444,0.905000,0.750722,0.780000,0.850611,0.850000,0.754833,0.895000,0.775667,0.760000,8.858398,26.192383,39.129883,47.735352,64.063477
18390,0.815055,0.870000,0.750714,0.750000,0.850055,0.800000,0.756209,0.880000,0.775110,0.725000,8.858398,20.356445,38.786133,51.079102,63.497070
18590,0.815870,0.890000,0.750978,0.775000,0.850109,0.855000,0.757663,0.890000,0.774837,0.750000,8.858398,20.586914,43.258789,47.125977,57.708008
18790,0.816559,0.880000,0.751183,0.770000,0.850699,0.905000,0.758925,0.875000,0.774785,0.770000,8.858398,24.325195,48.254883,51.149414,57.684570
18990,0.817181,0.875000,0.750426,0.680000,0.850851,0.865000,0.760213,0.880000,0.774734,0.770000,8.858398,19.000977,47.817383,51.161133,62.168945
19190,0.818368,0.930000,0.750947,0.800000,0.851211,0.885000,0.761000,0.835000,0.774579,0.760000,8.858398,17.653320,43.766602,53.254883,55.247070
