# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.001, n_drift_features=2, n_features=10, noise_percentage=0.1, random_state=None, sigma_percentage=0.1)
# [hat] HoeffdingAdaptiveTreeClassifier(binary_split=False, bootstrap_sampling=True, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05)
# [rslvq] RobustSoftLearningVectorQuantization(gamma=0.9, gradient_descent='vanilla', initial_prototypes=None, prototypes_per_class=4, random_state=None, sigma=4)
# [rrslvq] RSLVQ
# [adf] AdaptiveRandomForestClassifier(binary_split=False, disable_weighted_vote=False, drift_detection_method=ADWIN(delta=0.001), grace_period=50, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.01, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.01))
# [oza] OzaBaggingADWINClassifier(base_estimator=KNNClassifier(leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5), n_estimators=10, random_state=None)
# [samknn] SAMKNNClassifier(ltm_size=0.4, max_window_size=None, min_stm_size=50, n_neighbors=5, stm_size_option='maxACCApprox', use_ltm=True, weighting='distance')
# EvaluatePrequential(batch_size=10, data_points_for_classification=False, max_samples=100000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='Hyperplane Generator_time_other.csv', pretrain_size=200, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[hat],current_acc_[hat],mean_acc_[rslvq],current_acc_[rslvq],mean_acc_[rrslvq],current_acc_[rrslvq],mean_acc_[adf],current_acc_[adf],mean_acc_[oza],current_acc_[oza],mean_acc_[samknn],current_acc_[samknn],training_time_[hat],testing_time_[hat],total_running_time_[hat],training_time_[rslvq],testing_time_[rslvq],total_running_time_[rslvq],training_time_[rrslvq],testing_time_[rrslvq],total_running_time_[rrslvq],training_time_[adf],testing_time_[adf],total_running_time_[adf],training_time_[oza],testing_time_[oza],total_running_time_[oza],training_time_[samknn],testing_time_[samknn],total_running_time_[samknn]
25390,0.827659,0.825000,0.758135,0.715000,0.824802,0.765000,0.793373,0.820000,0.782103,0.740000,0.825040,0.820000,7.933272,1.462683,9.395955,9.079114,0.634828,9.713941,27.127178,0.604552,27.731729,130.498843,9.688650,140.187493,20.466698,11.465254,31.931952,9.671539,3.213790,12.885329
25590,0.827992,0.870000,0.758346,0.785000,0.824213,0.750000,0.793622,0.825000,0.782362,0.815000,0.825157,0.840000,8.009168,1.474734,9.483902,9.157732,0.639836,9.797568,27.362450,0.609264,27.971715,131.848542,9.771575,141.620117,20.630052,11.556809,32.186861,9.726061,3.229646,12.955707
25790,0.827773,0.800000,0.758477,0.775000,0.823594,0.745000,0.793633,0.795000,0.782188,0.760000,0.825000,0.805000,8.089683,1.489573,9.579256,9.232016,0.645717,9.877733,27.584157,0.615075,28.199232,133.084073,9.867619,142.951693,20.796043,11.653229,32.449272,9.786216,3.246925,13.033142
25990,0.828101,0.870000,0.758411,0.750000,0.823527,0.815000,0.793915,0.830000,0.782054,0.765000,0.825039,0.830000,8.168155,1.501759,9.669914,9.302797,0.650770,9.953567,27.787525,0.619824,28.407349,134.304076,9.948998,144.253074,20.953618,11.744617,32.698234,9.852465,3.263228,13.115693
26190,0.828577,0.890000,0.758808,0.810000,0.823577,0.830000,0.794385,0.855000,0.782462,0.835000,0.825423,0.875000,8.251125,1.513997,9.765122,9.375004,0.655844,10.030849,28.004798,0.624717,28.629515,135.638137,10.032810,145.670948,21.122752,11.837375,32.960128,9.906910,3.279851,13.186761
26390,0.829160,0.905000,0.759122,0.800000,0.823969,0.875000,0.794656,0.830000,0.782595,0.800000,0.825916,0.890000,8.333194,1.529867,9.863062,9.446643,0.661092,10.107735,28.225288,0.631954,28.857242,136.928796,10.134019,147.062815,21.299788,11.935932,33.235720,9.972398,3.298272,13.270670
26590,0.829242,0.840000,0.759242,0.775000,0.824242,0.860000,0.794242,0.740000,0.782992,0.835000,0.825985,0.835000,8.412163,1.541574,9.953737,9.516762,0.666193,10.182955,28.443367,0.636680,29.080047,138.211784,10.218273,148.430057,21.464210,12.028616,33.492825,10.025225,3.314936,13.340161
26790,0.829323,0.840000,0.759436,0.785000,0.824511,0.860000,0.794135,0.780000,0.782857,0.765000,0.826053,0.835000,8.492439,1.553400,10.045839,9.586731,0.671145,10.257876,28.667676,0.641387,29.309063,139.476240,10.303027,149.779267,21.627189,12.122138,33.749327,10.079004,3.332483,13.411487
26990,0.829403,0.840000,0.759254,0.735000,0.824925,0.880000,0.794328,0.820000,0.782687,0.760000,0.826082,0.830000,8.570971,1.564922,10.135893,9.656737,0.676091,10.332829,28.883839,0.646081,29.529921,140.655066,10.387230,151.042296,21.783644,12.213355,33.996998,10.146419,3.352212,13.498632
27190,0.829333,0.820000,0.759148,0.745000,0.825333,0.880000,0.794593,0.830000,0.782370,0.740000,0.825963,0.810000,8.651374,1.576433,10.227807,9.728699,0.681034,10.409734,29.112170,0.650829,29.762998,141.864237,10.471371,152.335608,21.946373,12.304997,34.251369,10.196040,3.367492,13.563531
27390,0.829081,0.795000,0.758897,0.725000,0.825221,0.810000,0.794375,0.765000,0.782316,0.775000,0.825956,0.825000,8.729259,1.588916,10.318176,9.803303,0.686484,10.489787,29.337545,0.655867,29.993412,143.118562,10.558817,153.677380,22.117265,12.399670,34.516935,10.249793,3.383477,13.633270
27590,0.829124,0.835000,0.758540,0.710000,0.824854,0.775000,0.794489,0.810000,0.782336,0.785000,0.826204,0.860000,8.833622,1.603493,10.437115,9.896568,0.692154,10.588721,29.598202,0.661219,30.259420,144.502460,10.663857,155.166316,22.302707,12.510303,34.813010,10.324560,3.402022,13.726582
27790,0.828804,0.785000,0.758841,0.800000,0.824167,0.730000,0.794638,0.815000,0.782464,0.800000,0.826268,0.835000,8.915611,1.615648,10.531259,9.966570,0.697169,10.663740,29.811965,0.665922,30.477887,145.647256,10.751159,156.398415,22.470842,12.606041,35.076882,10.377590,3.417746,13.795336
27990,0.828669,0.810000,0.758237,0.675000,0.823921,0.790000,0.794748,0.810000,0.782230,0.750000,0.826403,0.845000,9.002038,1.627093,10.629131,10.042949,0.702391,10.745340,30.030053,0.673328,30.703381,146.813052,10.840309,157.653361,22.656449,12.703773,35.360221,10.426547,3.433294,13.859841
28190,0.828607,0.820000,0.758286,0.765000,0.823786,0.805000,0.794679,0.785000,0.782036,0.755000,0.826536,0.845000,9.080057,1.637691,10.717748,10.113960,0.707312,10.821272,30.236948,0.678042,30.914989,147.934650,10.924196,158.858846,22.817967,12.795269,35.613236,10.479678,3.450194,13.929872
28390,0.828475,0.810000,0.758688,0.815000,0.823865,0.835000,0.794894,0.825000,0.782270,0.815000,0.826702,0.850000,9.159743,1.649159,10.808902,10.183279,0.712268,10.895548,30.452991,0.682722,31.135712,149.040127,11.005788,160.045915,22.977182,12.887413,35.864595,10.527209,3.464904,13.992113
28590,0.828803,0.875000,0.759296,0.845000,0.824401,0.900000,0.795035,0.815000,0.782606,0.830000,0.827254,0.905000,9.234684,1.660600,10.895284,10.250285,0.717196,10.967481,30.670761,0.687406,31.358168,150.260005,11.088270,161.348275,23.133651,12.977694,36.111344,10.572494,3.478638,14.051132
28790,0.828566,0.795000,0.759580,0.800000,0.824615,0.855000,0.795000,0.790000,0.782413,0.755000,0.827343,0.840000,9.311357,1.670868,10.982225,10.318376,0.722131,11.040507,30.885816,0.692233,31.578049,151.330328,11.169692,162.500020,23.295154,13.068473,36.363627,10.625552,3.494169,14.119722
28990,0.828576,0.830000,0.759340,0.725000,0.824792,0.850000,0.795208,0.825000,0.782361,0.775000,0.827396,0.835000,9.389778,1.681899,11.071677,10.391177,0.727416,11.118593,31.105316,0.696909,31.802225,152.411422,11.251985,163.663406,23.458801,13.161705,36.620506,10.683414,3.511213,14.194627
29190,0.828655,0.840000,0.759379,0.765000,0.825310,0.900000,0.795345,0.815000,0.782828,0.850000,0.827552,0.850000,9.472844,1.693292,11.166136,10.478871,0.732584,11.211455,31.391472,0.701822,32.093294,153.755758,11.352603,165.108361,23.694571,13.288571,36.983142,10.764160,3.532150,14.296310
29390,0.828973,0.875000,0.759418,0.765000,0.825959,0.920000,0.795548,0.825000,0.783014,0.810000,0.827911,0.880000,9.579837,1.706090,11.285927,10.568112,0.738887,11.306998,31.650336,0.706745,32.357081,155.248061,11.472430,166.720491,23.900217,13.408514,37.308732,10.850088,3.558694,14.408782
29590,0.828844,0.810000,0.759252,0.735000,0.825714,0.790000,0.795680,0.815000,0.782789,0.750000,0.827925,0.830000,9.664797,1.717547,11.382344,10.639489,0.743868,11.383357,31.864326,0.711725,32.576051,156.398212,11.575422,167.973634,24.059335,13.503992,37.563326,10.904963,3.591548,14.496511
29790,0.828919,0.840000,0.759358,0.775000,0.826014,0.870000,0.796014,0.845000,0.782703,0.770000,0.828041,0.845000,9.744934,1.729197,11.474130,10.712598,0.748910,11.461508,32.091391,0.716439,32.807830,157.554611,11.657536,169.212147,24.228386,13.599655,37.828041,10.950891,3.607320,14.558211
29990,0.829295,0.885000,0.759530,0.785000,0.826409,0.885000,0.796443,0.860000,0.783188,0.855000,0.828423,0.885000,9.825056,1.740804,11.565860,10.782537,0.753878,11.536416,32.309012,0.721209,33.030222,158.714722,11.740072,170.454794,24.389815,13.690666,38.080481,11.007258,3.625256,14.632515
30190,0.829233,0.820000,0.759500,0.755000,0.826700,0.870000,0.796733,0.840000,0.783233,0.790000,0.828400,0.825000,9.915156,1.752756,11.667912,10.852634,0.758861,11.611495,32.525694,0.725964,33.251659,159.856695,11.820584,171.677279,24.548582,13.782875,38.331457,11.069170,3.646134,14.715304
30390,0.829305,0.840000,0.759470,0.755000,0.827053,0.880000,0.796722,0.795000,0.783344,0.800000,0.828510,0.845000,9.999829,1.764084,11.763913,10.922073,0.763809,11.685882,32.741723,0.730656,33.472379,160.922883,11.901292,172.824175,24.719493,13.873312,38.592805,11.140233,3.669681,14.809914
30590,0.829507,0.860000,0.760000,0.840000,0.827434,0.885000,0.797072,0.850000,0.783750,0.845000,0.828783,0.870000,10.079613,1.775640,11.855252,10.990203,0.768773,11.758976,32.951315,0.735342,33.686657,161.999720,11.985508,173.985228,24.883391,13.963909,38.847300,11.209779,3.692639,14.902418
30790,0.829608,0.845000,0.759935,0.750000,0.827157,0.785000,0.797190,0.815000,0.783595,0.760000,0.828693,0.815000,10.160569,1.786653,11.947222,11.059544,0.773730,11.833274,33.150630,0.740066,33.890695,163.097546,12.067997,175.165543,25.039775,14.054861,39.094635,11.263830,3.709193,14.973023
30990,0.829903,0.875000,0.760357,0.825000,0.827240,0.840000,0.797273,0.810000,0.783604,0.785000,0.828929,0.865000,10.238254,1.798060,12.036314,11.128959,0.778658,11.907617,33.354020,0.744767,34.098787,164.179967,12.150844,176.330810,25.201339,14.146382,39.347721,11.328598,3.726859,15.055458
31190,0.830032,0.850000,0.760387,0.765000,0.827000,0.790000,0.797032,0.760000,0.783290,0.735000,0.828903,0.825000,10.322912,1.809704,12.132616,11.199315,0.783667,11.982982,33.571990,0.749546,34.321536,165.212927,12.233826,177.446752,25.356320,14.240013,39.596333,11.384692,3.744996,15.129687
31390,0.830064,0.835000,0.760192,0.730000,0.826923,0.815000,0.796859,0.770000,0.783269,0.780000,0.829006,0.845000,10.400998,1.821092,12.222090,11.270368,0.788654,12.059022,33.788661,0.754229,34.542891,166.329593,12.316950,178.646544,25.520250,14.332290,39.852540,11.445860,3.766433,15.212293
31590,0.830191,0.850000,0.760096,0.745000,0.827070,0.850000,0.797038,0.825000,0.783567,0.830000,0.829045,0.835000,10.485501,1.833372,12.318873,11.341292,0.793813,12.135106,34.006437,0.759053,34.765490,167.442219,12.399538,179.841757,25.680064,14.422831,40.102895,11.516014,3.790137,15.306151
31790,0.830127,0.820000,0.760032,0.750000,0.827342,0.870000,0.796867,0.770000,0.783481,0.770000,0.829082,0.835000,10.570780,1.844968,12.415749,11.413317,0.798777,12.212094,34.223721,0.763758,34.987479,168.507236,12.483994,180.991230,25.833534,14.514305,40.347840,11.591235,3.816888,15.408124
31990,0.829969,0.805000,0.759717,0.710000,0.827547,0.860000,0.796761,0.780000,0.783333,0.760000,0.829025,0.820000,10.648825,1.856294,12.505119,11.483710,0.803693,12.287403,34.439602,0.768469,35.208071,169.669538,12.567161,182.236699,25.993294,14.604575,40.597869,11.675743,3.846302,15.522046
32190,0.830219,0.870000,0.759813,0.775000,0.827313,0.790000,0.797250,0.875000,0.783469,0.805000,0.829500,0.905000,10.731600,1.867851,12.599451,11.553769,0.808769,12.362538,34.644377,0.773288,35.417665,170.736344,12.651038,183.387383,26.156526,14.696841,40.853368,11.771062,3.879621,15.650684
32390,0.830217,0.830000,0.760093,0.805000,0.827516,0.860000,0.797236,0.795000,0.783571,0.800000,0.829658,0.855000,10.818053,1.879755,12.697809,11.624477,0.813780,12.438257,34.842568,0.778001,35.620569,171.847418,12.735273,184.582691,26.321478,14.789624,41.111102,11.902089,3.914680,15.816769
32590,0.830123,0.815000,0.760247,0.785000,0.827593,0.840000,0.797130,0.780000,0.783549,0.780000,0.829444,0.795000,10.905693,1.891834,12.797527,11.696516,0.818759,12.515275,35.060547,0.782688,35.843235,172.942809,12.819603,185.762412,26.488263,14.880054,41.368316,11.970384,3.936469,15.906853
32790,0.830092,0.825000,0.759724,0.675000,0.827485,0.810000,0.797055,0.785000,0.783436,0.765000,0.829571,0.850000,10.988760,1.903333,12.892093,11.767873,0.823700,12.591573,35.273733,0.787447,36.061179,174.084210,12.902969,186.987179,26.650064,14.971503,41.621568,12.039423,3.960464,15.999888
32990,0.829878,0.795000,0.759299,0.690000,0.827104,0.765000,0.796860,0.765000,0.783476,0.790000,0.829573,0.830000,11.071166,1.916249,12.987415,11.843459,0.828745,12.672204,35.487705,0.792725,36.280430,175.235680,12.995043,188.230723,26.829296,15.067382,41.896677,12.105184,3.978263,16.083448
33190,0.830000,0.850000,0.758848,0.685000,0.826818,0.780000,0.796970,0.815000,0.783606,0.805000,0.829697,0.850000,11.160801,1.927643,13.088445,11.915129,0.833711,12.748840,35.706025,0.797493,36.503519,176.368176,13.080520,189.448695,27.001310,15.159737,42.161047,12.163572,3.996492,16.160063
33390,0.830211,0.865000,0.759066,0.795000,0.826807,0.825000,0.797259,0.845000,0.783795,0.815000,0.829970,0.875000,11.237927,1.938748,13.176675,11.984553,0.838859,12.823412,35.921766,0.802356,36.724122,177.518727,13.167056,190.685782,27.158960,15.251291,42.410251,12.222114,4.013214,16.235329
33590,0.829850,0.770000,0.759162,0.775000,0.826707,0.810000,0.797246,0.795000,0.783713,0.770000,0.829820,0.805000,11.318213,1.950436,13.268649,12.055041,0.843873,12.898914,36.153907,0.807061,36.960967,178.647695,13.254676,191.902371,27.334758,15.343830,42.678588,12.282914,4.031093,16.314008
33790,0.830208,0.890000,0.759405,0.800000,0.826994,0.875000,0.797440,0.830000,0.783750,0.790000,0.830060,0.870000,11.395960,1.961511,13.357470,12.124131,0.848817,12.972949,36.370636,0.811761,37.182397,179.655755,13.339155,192.994910,27.498375,15.434073,42.932448,12.329108,4.046662,16.375770
33990,0.830237,0.835000,0.759379,0.755000,0.826864,0.805000,0.797189,0.755000,0.783373,0.720000,0.829970,0.815000,11.476724,1.973178,13.449902,12.195085,0.853813,13.048898,36.588090,0.816737,37.404827,180.688386,13.422604,194.110991,27.655294,15.526506,43.181800,12.384287,4.064238,16.448526
34190,0.830324,0.845000,0.759265,0.740000,0.826324,0.735000,0.797324,0.820000,0.783294,0.770000,0.830059,0.845000,11.575454,1.985181,13.560635,12.270147,0.859387,13.129534,36.804916,0.821880,37.626796,181.954841,13.515901,195.470742,27.859218,15.626917,43.486135,12.449846,4.087178,16.537024
34390,0.830292,0.825000,0.759269,0.760000,0.826140,0.795000,0.797515,0.830000,0.783333,0.790000,0.830088,0.835000,11.660589,1.997579,13.658167,12.342054,0.864509,13.206564,37.003351,0.826646,37.829997,183.077407,13.600219,196.677626,28.020684,15.721028,43.741712,12.522666,4.113270,16.635936
34590,0.830465,0.860000,0.759070,0.725000,0.826279,0.850000,0.797762,0.840000,0.783430,0.800000,0.830145,0.840000,11.751057,2.010016,13.761073,12.415272,0.869925,13.285197,37.222895,0.831827,38.054722,184.175089,13.690129,197.865218,28.184251,15.817235,44.001486,12.598426,4.135973,16.734400
34790,0.830578,0.850000,0.759075,0.760000,0.826503,0.865000,0.797832,0.810000,0.783468,0.790000,0.830173,0.835000,11.836700,2.022292,13.858992,12.489585,0.874894,13.364479,37.442520,0.836503,38.279023,185.271051,13.779331,199.050381,28.351493,15.909510,44.261002,12.650769,4.151418,16.802187
34990,0.830546,0.825000,0.759282,0.795000,0.826839,0.885000,0.798075,0.840000,0.783649,0.815000,0.830316,0.855000,11.921558,2.034030,13.955588,12.559550,0.880125,13.439675,37.660954,0.841365,38.502319,186.336111,13.865839,200.201950,28.510607,16.002612,44.513219,12.698912,4.166764,16.865676
35190,0.830886,0.890000,0.759486,0.795000,0.826886,0.835000,0.798143,0.810000,0.783914,0.830000,0.830486,0.860000,12.004011,2.045276,14.049287,12.629250,0.885058,13.514308,37.872850,0.846132,38.718982,187.461685,13.949649,201.411334,28.680254,16.094197,44.774450,12.752564,4.184293,16.936857
35390,0.831080,0.865000,0.759773,0.810000,0.827216,0.885000,0.798210,0.810000,0.783949,0.790000,0.830341,0.805000,12.102292,2.058330,14.160622,12.709260,0.890191,13.599451,38.098650,0.851150,38.949800,188.599219,14.039456,202.638675,28.858194,16.193928,45.052122,12.805307,4.200816,17.006124
35590,0.830960,0.810000,0.759746,0.755000,0.826977,0.785000,0.798136,0.785000,0.783870,0.770000,0.830339,0.830000,12.189406,2.070469,14.259875,12.783821,0.895177,13.678998,38.326210,0.855920,39.182130,189.657898,14.130521,203.788419,29.024583,16.290240,45.314823,12.867508,4.220099,17.087607
35790,0.830871,0.815000,0.759607,0.735000,0.827163,0.860000,0.798118,0.795000,0.783820,0.775000,0.830337,0.830000,12.274241,2.083473,14.357715,12.863638,0.900393,13.764030,38.557475,0.860646,39.418121,190.847028,14.222872,205.069900,29.207043,16.390752,45.597795,12.939701,4.244493,17.184195
35990,0.830782,0.815000,0.759469,0.735000,0.827207,0.835000,0.798352,0.840000,0.783687,0.760000,0.830307,0.825000,12.360844,2.096753,14.457597,12.938100,0.905464,13.843564,38.785211,0.865771,39.650982,192.036735,14.313417,206.350152,29.370979,16.489259,45.860239,13.000672,4.262149,17.262820
36190,0.830722,0.820000,0.759500,0.765000,0.827667,0.910000,0.798139,0.760000,0.783861,0.815000,0.830472,0.860000,12.446293,2.109945,14.556239,13.014266,0.910690,13.924956,39.023084,0.870752,39.893836,193.122268,14.408777,207.531045,29.550255,16.587522,46.137776,13.051061,4.279004,17.330065
36390,0.830773,0.840000,0.759309,0.725000,0.827818,0.855000,0.798066,0.785000,0.783757,0.765000,0.830304,0.800000,12.541758,2.123107,14.664865,13.087035,0.915713,14.002748,39.245561,0.875796,40.121358,194.285563,14.492815,208.778379,29.724198,16.681203,46.405401,13.098082,4.293950,17.392032
36590,0.830824,0.840000,0.759451,0.785000,0.828022,0.865000,0.797995,0.785000,0.783764,0.785000,0.830412,0.850000,12.629138,2.136111,14.765250,13.166701,0.920882,14.087582,39.484858,0.880541,40.365400,195.468495,14.595983,210.064478,29.898746,16.783851,46.682597,13.160805,4.310496,17.471302
36790,0.831038,0.870000,0.759344,0.740000,0.828306,0.880000,0.798142,0.825000,0.783716,0.775000,0.830437,0.835000,12.723311,2.148791,14.872102,13.240341,0.926043,14.166384,39.711844,0.885309,40.597153,196.635386,14.691075,211.326461,30.075484,16.880571,46.956054,13.212663,4.327176,17.539839
36990,0.831168,0.855000,0.759212,0.735000,0.828696,0.900000,0.798370,0.840000,0.783832,0.805000,0.830543,0.850000,12.827910,2.163420,14.991331,13.332011,0.932944,14.264955,39.962292,0.892005,40.854297,197.874372,14.804763,212.679135,30.255647,16.988194,47.243842,13.277062,4.349116,17.626178
37190,0.831108,0.820000,0.758892,0.700000,0.829000,0.885000,0.798378,0.800000,0.783892,0.795000,0.830514,0.825000,12.925879,2.175981,15.101860,13.424227,0.937951,14.362178,40.189176,0.896798,41.085974,199.148591,14.914413,214.063004,30.426460,17.102441,47.528900,13.333169,4.367329,17.700497
37390,0.831505,0.905000,0.759301,0.835000,0.829462,0.915000,0.798414,0.805000,0.783978,0.800000,0.830672,0.860000,13.020766,2.188753,15.209519,13.499446,0.942964,14.442409,40.415416,0.901895,41.317311,200.295469,15.005986,215.301455,30.615576,17.220367,47.835943,13.382513,4.383924,17.766436
37590,0.831711,0.870000,0.759439,0.785000,0.829840,0.900000,0.798556,0.825000,0.784091,0.805000,0.830668,0.830000,13.109570,2.201563,15.311132,13.574409,0.948087,14.522495,40.647135,0.906685,41.553820,201.520019,15.099892,216.619911,30.784065,17.319387,48.103452,13.443677,4.402160,17.845837
37790,0.831888,0.865000,0.759362,0.745000,0.830133,0.885000,0.798856,0.855000,0.784122,0.790000,0.830771,0.850000,13.201855,2.215427,15.417282,13.658485,0.953679,14.612163,40.910255,0.911438,41.821694,202.809912,15.193610,218.003522,31.001998,17.448261,48.450259,13.501931,4.417905,17.919836
37990,0.831958,0.845000,0.759339,0.755000,0.829815,0.770000,0.798942,0.815000,0.784153,0.790000,0.830741,0.825000,13.306448,2.228586,15.535033,13.731796,0.959162,14.690958,41.136498,0.916181,42.052679,204.142556,15.283684,219.426239,31.191997,17.553223,48.745220,13.556334,4.437529,17.993863
38190,0.832132,0.865000,0.759447,0.780000,0.829947,0.855000,0.799316,0.870000,0.784079,0.770000,0.830921,0.865000,13.400687,2.241532,15.642219,13.809019,0.964280,14.773298,41.349900,0.921016,42.270915,205.298825,15.374523,220.673347,31.362962,17.651289,49.014251,13.625095,4.457650,18.082744
38390,0.832304,0.865000,0.759607,0.790000,0.830314,0.900000,0.799267,0.790000,0.784058,0.780000,0.831073,0.860000,13.491391,2.254065,15.745456,13.880498,0.969302,14.849800,41.592663,0.925878,42.518542,206.507765,15.467303,221.975068,31.553433,17.761348,49.314782,13.688267,4.476502,18.164769
38590,0.832370,0.845000,0.759635,0.765000,0.830417,0.850000,0.799271,0.800000,0.783776,0.730000,0.830911,0.800000,13.594409,2.268103,15.862512,13.956806,0.974369,14.931175,41.857882,0.930747,42.788629,207.694888,15.567980,223.262868,31.729319,17.865991,49.595310,13.750270,4.496478,18.246748
38790,0.832435,0.845000,0.759689,0.770000,0.830026,0.755000,0.799197,0.785000,0.783627,0.755000,0.830803,0.810000,13.707546,2.291855,15.999401,14.052371,0.980593,15.032964,42.087020,0.935618,43.022638,209.187218,15.672376,224.859594,31.949334,17.973439,49.922773,13.845021,4.516466,18.361487
38990,0.832732,0.890000,0.759356,0.695000,0.829588,0.745000,0.799356,0.830000,0.783634,0.785000,0.830902,0.850000,13.803965,2.304653,16.108618,14.144231,0.985911,15.130143,42.317473,0.940787,43.258260,210.497194,15.773902,226.271095,32.137998,18.073091,50.211089,13.902358,4.537220,18.439578
39190,0.832795,0.845000,0.759333,0.755000,0.829154,0.745000,0.799410,0.810000,0.783564,0.770000,0.830923,0.835000,13.886290,2.316019,16.202309,14.218643,0.990867,15.209510,42.539548,0.945777,43.485325,211.704349,15.867794,227.572144,32.301229,18.167210,50.468439,13.948001,4.551385,18.499386
39390,0.832883,0.850000,0.759260,0.745000,0.828622,0.725000,0.799413,0.800000,0.783571,0.785000,0.830842,0.815000,13.970905,2.328184,16.299088,14.290696,0.995888,15.286583,42.765083,0.950496,43.715579,212.813858,15.957743,228.771600,32.469223,18.262982,50.732206,13.997634,4.568041,18.565675
39590,0.832843,0.825000,0.759061,0.720000,0.828249,0.755000,0.799391,0.795000,0.783503,0.770000,0.830939,0.850000,14.068141,2.341290,16.409430,14.366323,1.000987,15.367310,42.996034,0.955288,43.951322,213.914408,16.053639,229.968047,32.642619,18.358156,51.000775,14.066308,4.587548,18.653856
39790,0.833056,0.875000,0.758965,0.740000,0.827955,0.770000,0.799343,0.790000,0.783258,0.735000,0.830909,0.825000,14.163260,2.355890,16.519150,14.440048,1.006085,15.446133,43.223734,0.960040,44.183774,215.032916,16.145518,231.178434,32.812522,18.453147,51.265669,14.129412,4.605777,18.735188
39990,0.832839,0.790000,0.758945,0.755000,0.827538,0.745000,0.799296,0.790000,0.783141,0.760000,0.830779,0.805000,14.256489,2.368290,16.624780,14.514570,1.011716,15.526286,43.448760,0.964911,44.413671,216.232672,16.241112,232.473784,32.986514,18.551226,51.537740,14.197610,4.627278,18.824888
40190,0.833025,0.870000,0.759175,0.805000,0.827425,0.805000,0.799475,0.835000,0.783250,0.805000,0.830800,0.835000,14.354470,2.382382,16.736852,14.592377,1.017104,15.609481,43.677259,0.970185,44.647445,217.526531,16.331989,233.858520,33.156869,18.649928,51.806797,14.259890,4.642927,18.902817
40390,0.833308,0.890000,0.759453,0.815000,0.827363,0.815000,0.799652,0.835000,0.783333,0.800000,0.831020,0.875000,14.451786,2.395655,16.847441,14.665976,1.022085,15.688061,43.914309,0.975147,44.889456,218.720023,16.428896,235.148918,33.312728,18.746386,52.059114,14.315323,4.659417,18.974739
40590,0.833342,0.840000,0.759233,0.715000,0.827178,0.790000,0.799728,0.815000,0.783168,0.750000,0.830990,0.825000,14.540231,2.408162,16.948394,14.742090,1.027146,15.769236,44.137482,0.979988,45.117470,219.890804,16.516468,236.407272,33.479910,18.838225,52.318134,14.368050,4.676396,19.044447
40790,0.833498,0.865000,0.759483,0.810000,0.827291,0.850000,0.799951,0.845000,0.783448,0.840000,0.831305,0.895000,14.624743,2.420551,17.045294,14.816373,1.032248,15.848622,44.368360,0.984764,45.353124,221.104393,16.611347,237.715739,33.639561,18.934821,52.574381,14.431658,4.696565,19.128222
40990,0.833627,0.860000,0.759338,0.730000,0.826936,0.755000,0.799975,0.805000,0.783431,0.780000,0.831299,0.830000,14.706495,2.432246,17.138741,14.888661,1.037355,15.926016,44.586484,0.989491,45.575975,222.320158,16.701345,239.021502,33.807835,19.027730,52.835565,14.496800,4.719449,19.216249
41190,0.833902,0.890000,0.759390,0.770000,0.827098,0.860000,0.799927,0.790000,0.783488,0.795000,0.831415,0.855000,14.799645,2.444230,17.243875,14.962188,1.042353,16.004541,44.808246,0.994281,45.802527,223.483160,16.792659,240.275819,33.975048,19.121519,53.096567,14.549557,4.736703,19.286261
41390,0.833981,0.850000,0.759684,0.820000,0.827257,0.860000,0.800073,0.830000,0.783568,0.800000,0.831505,0.850000,14.895209,2.456635,17.351844,15.036365,1.047353,16.083717,45.033286,0.999034,46.032321,224.528504,16.885025,241.413529,34.139867,19.217421,53.357288,14.604119,4.754361,19.358480
41590,0.834275,0.895000,0.760000,0.825000,0.827150,0.805000,0.800362,0.860000,0.783792,0.830000,0.831618,0.855000,14.984704,2.469707,17.454411,15.108077,1.052443,16.160520,45.245749,1.004091,46.249840,225.728359,16.978961,242.707321,34.319685,19.314263,53.633947,14.671227,4.775467,19.446695
41790,0.834351,0.850000,0.760192,0.800000,0.827139,0.825000,0.800240,0.775000,0.783870,0.800000,0.831659,0.840000,15.080859,2.483845,17.564705,15.183999,1.057497,16.241495,45.471640,1.009656,46.481296,226.975406,17.077110,244.052515,34.492518,19.413902,53.906420,14.748475,4.799688,19.548163
